uri,id,name,gff
data/GCF_000819615.1_ViralProj14015_genomic.fna.gz,GCF_000819615,phiX174,data/GCA_000819615.1_ViralProj14015_genomic.gff.gz
data/GCF_000840245.1_ViralProj14204_genomic.fna.gz,GCF_000840245,phage_lambda,data/GCA_000840245.1_ViralProj14204_genomic.gff.gz
ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/840/245/GCF_000840245.1_ViralProj14204/GCF_000840245.1_ViralProj14204_genomic.fna.gz,GCF_000840245_FTP,phage_lambda_ftp,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/840/245/GCF_000840245.1_ViralProj14204/GCF_000840245.1_ViralProj14204_genomic.gff.gz
data/NC_000913.3.fasta.gz,NC_000913.3,ecoli
