uri,id,name
data/Bacteriophage_mep123.fasta.gz,Bacteriophage_mep123,Bacteriophage_mep123
data/Bacteriophage_mep173.fasta.gz,Bacteriophage_mep173,Bacteriophage_mep173
data/Bacteriophage_mep503.fasta.gz,Bacteriophage_mep503,Bacteriophage_mep503
